Día de compra,Fecha de compra,Hora de compra,Comprado por,Contacto,Membresía,Frecuencia,Días de prueba,Auto renovaciones,Renovaciones pagadas,Día de inicio del último ciclo,Fecha de inicio del último ciclo,Hora de inicio del último ciclo,Día de fin del último ciclo,Fecha de fin del último ciclo,Hora de fin del último ciclo,Estado,Cancelado por,Ganancia,Método de pago,Origen de pago,Origen,Nombre del origen
Tuesday,2022-06-02,02:14:31,Cliente 126,+529922432800,VIP,Anual,30,Sí,5,Saturday,2024-01-13,00:57:04,Monday,2021-02-26,18:26:49,Inactivo,,,Transferencia bancaria,Online,Recomendación,
Sunday,2022-05-02,16:34:16,Cliente 17,+527930011081,Básica,Semanal,30,Sí,4,Monday,2020-01-23,21:32:15,Sunday,2022-01-01,12:36:01,Inactivo,Cliente 374,$744.18,Transferencia bancaria,Tienda física,,
Sunday,2023-02-08,15:43:05,Cliente 471,+522439216876,VIP,Mensual,7,Sí,9,Sunday,2022-03-17,16:41:44,Wednesday,2021-09-21,12:13:23,Activo,Cliente 354,$644.59,Tarjeta de crédito,Online,Recomendación,Amigo
Wednesday,2023-05-31,23:54:36,Cliente 178,+524851140548,Básica,Semanal,30,No,10,Tuesday,2023-10-11,17:37:00,Wednesday,2021-06-25,01:00:43,Cancelado,Cliente 483,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Facebook
Thursday,2024-10-14,00:55:04,Cliente 83,+529080057683,Básica,Mensual,30,Sí,2,Wednesday,2023-04-15,22:39:28,Tuesday,2021-08-18,15:34:15,Activo,Cliente 412,,Transferencia bancaria,Tienda física,,Amigo
Sunday,2020-04-29,15:58:06,Cliente 353,+526504587147,Premium,Anual,30,No,10,Saturday,2022-01-08,06:56:20,Friday,2022-11-04,16:08:46,Activo,Cliente 236,$240.88,Transferencia bancaria,Tienda física,,
Wednesday,2023-12-01,20:22:10,Cliente 33,+521790844246,Básica,Semanal,30,No,2,Wednesday,2021-06-15,18:27:08,Monday,2021-02-04,15:04:53,Activo,Cliente 114,,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Wednesday,2021-03-04,06:34:59,Cliente 69,+528807743279,Premium,Anual,14,No,2,Friday,2023-03-16,20:50:35,Thursday,2023-07-03,12:59:10,Cancelado,,$971.79,Transferencia bancaria,Online,Campaña publicitaria,Google Ads
Saturday,2020-11-25,21:27:44,Cliente 69,+522630151544,VIP,Mensual,30,No,2,Saturday,2024-05-18,21:16:56,Tuesday,2023-06-02,01:30:01,Activo,,,Transferencia bancaria,Online,Campaña publicitaria,Amigo
Tuesday,2024-10-27,01:40:29,Cliente 125,+523705943838,VIP,Semanal,30,No,8,Tuesday,2024-03-02,11:31:19,Friday,2023-10-14,15:31:29,Activo,,$932.53,Tarjeta de crédito,Tienda física,Recomendación,Google Ads
Sunday,2022-12-31,21:50:06,Cliente 177,+524527975639,VIP,Mensual,30,No,7,Friday,2021-12-31,14:56:44,Saturday,2022-12-13,08:20:32,Inactivo,,$836.70,Transferencia bancaria,Online,,Amigo
Saturday,2024-03-22,04:08:13,Cliente 281,+529541798756,Básica,Anual,14,Sí,5,Sunday,2020-11-30,05:53:34,Tuesday,2024-09-22,22:48:00,Cancelado,,,Tarjeta de crédito,Online,,Facebook
Thursday,2022-02-28,17:36:01,Cliente 357,+525004932273,Básica,Semanal,30,Sí,2,Saturday,2023-05-07,05:31:09,Thursday,2020-05-07,11:31:29,Activo,Cliente 29,$107.32,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Thursday,2022-10-18,15:23:27,Cliente 74,+526793812019,Premium,Semanal,7,No,8,Saturday,2023-02-02,18:43:07,Tuesday,2020-08-19,11:56:23,Cancelado,,,PayPal,Online,,Facebook
Sunday,2020-05-31,15:25:22,Cliente 90,+521068818628,Básica,Anual,7,Sí,6,Sunday,2021-08-30,09:36:49,Thursday,2023-11-08,22:43:54,Inactivo,,,Tarjeta de crédito,Online,,
Wednesday,2024-08-03,15:02:45,Cliente 386,+521710527892,VIP,Anual,14,Sí,6,Monday,2024-07-27,09:54:30,Monday,2023-12-18,18:49:02,Activo,,,Transferencia bancaria,Tienda física,,Amigo
Wednesday,2022-11-30,17:15:23,Cliente 167,+522217380926,Premium,Semanal,30,Sí,3,Sunday,2024-03-21,13:05:01,Friday,2024-05-04,21:44:05,Inactivo,,,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Wednesday,2020-06-20,00:16:32,Cliente 59,+528907212703,VIP,Mensual,30,No,10,Monday,2021-08-13,13:59:08,Sunday,2022-01-24,01:15:32,Inactivo,Cliente 344,$675.19,Tarjeta de crédito,Online,Recomendación,Facebook
Sunday,2021-10-06,20:30:21,Cliente 7,+521960026844,VIP,Mensual,14,Sí,5,Sunday,2020-03-27,20:35:55,Tuesday,2020-03-15,08:54:37,Cancelado,Cliente 6,$170.95,Transferencia bancaria,Tienda física,Recomendación,Facebook
Wednesday,2022-12-18,20:12:24,Cliente 317,+525186683154,Premium,Mensual,14,No,5,Thursday,2020-04-10,22:07:36,Wednesday,2020-06-07,10:12:53,Cancelado,,,Transferencia bancaria,Online,Campaña publicitaria,Facebook
Wednesday,2023-01-05,18:27:58,Cliente 398,+528034047376,VIP,Mensual,14,Sí,6,Sunday,2020-12-19,04:19:16,Sunday,2024-10-09,09:02:58,Cancelado,Cliente 444,$284.10,Tarjeta de crédito,Online,Recomendación,Facebook
Saturday,2023-07-26,11:36:41,Cliente 27,+529923922780,Premium,Semanal,7,No,2,Wednesday,2022-05-21,19:20:23,Thursday,2022-04-29,21:04:20,Cancelado,,$874.71,Transferencia bancaria,Online,Campaña publicitaria,Google Ads
Friday,2022-06-07,17:24:59,Cliente 294,+524164484924,Premium,Anual,14,No,10,Saturday,2020-02-07,09:03:29,Friday,2021-02-09,20:22:19,Cancelado,,$316.00,PayPal,Online,Recomendación,Amigo
Thursday,2020-10-16,07:57:29,Cliente 410,+527375678768,VIP,Anual,30,Sí,7,Sunday,2024-06-14,14:23:36,Sunday,2024-01-03,15:51:54,Cancelado,,,PayPal,Tienda física,Recomendación,Google Ads
Friday,2021-08-29,07:59:56,Cliente 341,+527778881562,Básica,Semanal,14,No,1,Friday,2023-11-22,01:57:15,Wednesday,2020-10-10,04:44:18,Inactivo,Cliente 401,,PayPal,Tienda física,Campaña publicitaria,Google Ads
Saturday,2022-04-19,22:13:21,Cliente 67,+524013396205,Básica,Semanal,14,No,8,Friday,2021-05-07,13:58:57,Thursday,2023-04-29,21:47:47,Cancelado,,$141.31,Tarjeta de crédito,Tienda física,Campaña publicitaria,Google Ads
Monday,2020-11-23,08:02:29,Cliente 99,+523315837823,Premium,Anual,30,No,3,Thursday,2024-12-01,18:13:20,Monday,2021-11-08,08:51:42,Activo,,,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Tuesday,2022-02-19,12:31:05,Cliente 180,+529781248005,Premium,Mensual,14,No,1,Friday,2023-05-30,03:44:08,Wednesday,2023-11-11,17:37:21,Inactivo,Cliente 124,,Transferencia bancaria,Online,Campaña publicitaria,Google Ads
Monday,2020-09-20,02:55:08,Cliente 464,+525814580309,Premium,Mensual,14,No,7,Thursday,2023-07-26,12:12:32,Saturday,2020-10-30,09:18:39,Activo,Cliente 129,$938.78,Transferencia bancaria,Tienda física,,
Thursday,2024-08-04,20:03:15,Cliente 100,+524214168423,VIP,Semanal,14,Sí,10,Tuesday,2020-09-19,15:27:57,Thursday,2022-04-23,01:18:57,Cancelado,,,Tarjeta de crédito,Tienda física,Recomendación,Facebook
Monday,2022-03-13,07:12:22,Cliente 228,+522095281918,Básica,Semanal,7,No,9,Sunday,2021-12-08,16:03:42,Saturday,2024-02-03,04:59:21,Activo,Cliente 430,,Tarjeta de crédito,Online,,Amigo
Thursday,2024-05-05,04:15:04,Cliente 160,+526194190779,Premium,Semanal,14,Sí,4,Thursday,2022-05-21,06:23:27,Monday,2021-10-30,08:00:12,Cancelado,,$712.21,PayPal,Tienda física,,Amigo
Sunday,2024-11-18,09:09:31,Cliente 257,+528297815208,Premium,Semanal,30,No,1,Tuesday,2024-07-08,05:25:07,Wednesday,2023-09-29,01:45:05,Cancelado,,$111.70,Transferencia bancaria,Online,,Facebook
Thursday,2020-03-02,07:46:29,Cliente 129,+523106639550,Básica,Semanal,30,No,7,Friday,2024-07-23,00:10:33,Tuesday,2022-04-07,18:47:28,Activo,,$987.41,Tarjeta de crédito,Tienda física,Recomendación,Facebook
Sunday,2024-02-21,23:14:29,Cliente 317,+525040113894,Básica,Mensual,7,No,3,Friday,2022-11-28,19:27:45,Monday,2022-11-28,18:23:54,Inactivo,,,PayPal,Online,,Google Ads
Friday,2024-08-04,18:10:01,Cliente 71,+523115812277,VIP,Anual,30,No,2,Friday,2022-07-13,10:30:21,Monday,2023-07-01,05:32:09,Cancelado,,,Tarjeta de crédito,Online,Recomendación,Amigo
Saturday,2023-03-01,10:23:26,Cliente 166,+523770102951,Básica,Anual,14,No,5,Sunday,2024-01-02,19:15:41,Saturday,2024-03-14,16:07:03,Cancelado,Cliente 37,$695.46,Tarjeta de crédito,Online,Campaña publicitaria,
Friday,2024-04-27,17:41:48,Cliente 461,+527137276295,VIP,Semanal,14,Sí,4,Thursday,2023-03-22,12:17:51,Monday,2023-06-25,11:04:40,Activo,Cliente 226,$768.68,Transferencia bancaria,Tienda física,,Google Ads
Monday,2022-12-27,14:34:00,Cliente 158,+526789207133,VIP,Anual,14,No,7,Saturday,2020-04-17,03:59:16,Monday,2021-09-26,22:47:35,Activo,,,PayPal,Online,Recomendación,Google Ads
Saturday,2023-08-18,13:10:46,Cliente 150,+525664051555,Premium,Mensual,30,Sí,1,Wednesday,2020-04-02,19:20:56,Saturday,2022-06-24,21:45:10,Activo,,,PayPal,Tienda física,Campaña publicitaria,Facebook
Wednesday,2020-06-24,00:49:12,Cliente 463,+525267457169,Básica,Mensual,14,No,8,Friday,2020-02-26,18:31:36,Friday,2023-12-07,09:30:26,Inactivo,,,PayPal,Online,,Facebook
Tuesday,2024-11-25,04:38:03,Cliente 56,+526380434559,Premium,Mensual,7,Sí,7,Sunday,2020-04-01,16:07:43,Saturday,2023-02-22,00:57:17,Activo,Cliente 100,$116.53,Transferencia bancaria,Online,Recomendación,
Wednesday,2021-03-07,16:33:31,Cliente 417,+521492912531,Premium,Mensual,7,No,9,Friday,2024-05-26,23:10:18,Wednesday,2023-04-22,20:27:10,Cancelado,Cliente 70,$965.25,Transferencia bancaria,Tienda física,,
Wednesday,2020-12-22,14:47:13,Cliente 112,+521555733060,Premium,Mensual,30,No,9,Wednesday,2022-09-27,08:08:12,Monday,2023-01-06,08:54:15,Inactivo,Cliente 4,,Transferencia bancaria,Online,,Facebook
Sunday,2022-06-21,06:33:47,Cliente 93,+528864087413,Básica,Mensual,30,Sí,10,Friday,2023-01-07,17:54:06,Wednesday,2024-06-08,10:09:50,Cancelado,Cliente 255,$279.21,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Sunday,2024-04-26,22:38:49,Cliente 318,+522951457528,Premium,Semanal,14,No,10,Sunday,2022-04-04,18:52:28,Tuesday,2024-05-27,16:16:07,Activo,Cliente 494,,PayPal,Online,,Facebook
Friday,2021-05-23,05:45:24,Cliente 264,+528877670589,Premium,Mensual,30,No,10,Wednesday,2024-02-09,15:43:05,Wednesday,2022-08-23,02:39:16,Inactivo,Cliente 247,$753.55,Transferencia bancaria,Tienda física,,Facebook
Thursday,2020-02-09,10:02:00,Cliente 131,+527586234778,Básica,Anual,14,Sí,9,Thursday,2021-10-03,17:35:18,Friday,2024-10-06,13:58:07,Cancelado,Cliente 116,$935.99,Transferencia bancaria,Tienda física,Campaña publicitaria,Amigo
Tuesday,2023-01-23,23:25:03,Cliente 168,+525948897059,Premium,Semanal,14,Sí,1,Thursday,2022-12-05,11:24:01,Tuesday,2022-08-14,01:44:06,Activo,,$259.92,Transferencia bancaria,Tienda física,Campaña publicitaria,
Monday,2020-11-05,01:36:23,Cliente 279,+524295511945,Premium,Semanal,7,Sí,1,Friday,2022-07-25,07:05:05,Wednesday,2020-12-04,09:47:55,Inactivo,,,Transferencia bancaria,Online,,Facebook
Sunday,2023-11-13,17:08:35,Cliente 198,+525762005006,VIP,Semanal,14,No,4,Thursday,2023-02-15,08:13:07,Thursday,2020-12-23,14:05:50,Inactivo,,$546.28,Tarjeta de crédito,Online,Campaña publicitaria,
Wednesday,2020-08-04,14:56:51,Cliente 265,+523583843445,Básica,Semanal,14,No,0,Thursday,2020-01-30,23:28:48,Wednesday,2021-10-09,04:39:48,Activo,,$957.20,Transferencia bancaria,Tienda física,,Google Ads
Monday,2024-04-29,07:11:54,Cliente 208,+525537785354,Básica,Semanal,30,No,7,Monday,2023-06-09,21:36:28,Tuesday,2023-03-01,20:59:24,Cancelado,Cliente 180,,Tarjeta de crédito,Tienda física,Recomendación,Google Ads
Saturday,2022-01-13,02:09:10,Cliente 323,+527443137200,VIP,Semanal,30,Sí,2,Monday,2023-11-23,08:13:18,Friday,2020-05-22,00:49:49,Cancelado,Cliente 162,$638.24,PayPal,Tienda física,,Facebook
Monday,2024-06-26,14:06:32,Cliente 388,+529473661174,VIP,Anual,14,Sí,10,Monday,2020-10-11,04:28:23,Friday,2022-09-24,04:00:38,Inactivo,Cliente 68,,Tarjeta de crédito,Online,,
Sunday,2024-12-18,23:31:42,Cliente 219,+521394969161,Premium,Anual,30,No,10,Thursday,2022-12-13,19:21:41,Thursday,2020-11-24,20:50:52,Activo,Cliente 289,,PayPal,Online,,Google Ads
Sunday,2024-06-10,22:15:25,Cliente 73,+524825245792,Básica,Mensual,14,No,1,Thursday,2021-03-19,11:03:26,Sunday,2020-12-01,23:11:07,Cancelado,,$353.04,Transferencia bancaria,Online,,
Thursday,2022-11-18,13:32:08,Cliente 250,+529774535752,VIP,Mensual,14,Sí,8,Wednesday,2023-01-20,01:01:50,Sunday,2020-03-08,19:27:01,Cancelado,Cliente 298,,Tarjeta de crédito,Tienda física,,Amigo
Tuesday,2021-07-20,01:12:07,Cliente 381,+524816834173,Básica,Mensual,7,Sí,1,Wednesday,2022-12-07,19:17:09,Wednesday,2022-03-09,05:56:43,Inactivo,Cliente 297,$189.09,Transferencia bancaria,Online,Recomendación,Amigo
Sunday,2023-02-07,15:54:27,Cliente 394,+525353991007,VIP,Mensual,30,No,9,Tuesday,2020-03-26,10:32:58,Monday,2021-07-05,23:23:41,Inactivo,Cliente 100,$478.26,Tarjeta de crédito,Tienda física,Recomendación,Facebook
Monday,2022-10-22,15:58:22,Cliente 429,+526030244588,Básica,Anual,7,No,10,Friday,2020-01-04,14:36:34,Tuesday,2022-12-18,17:54:23,Activo,Cliente 113,,Tarjeta de crédito,Online,Campaña publicitaria,Google Ads
Friday,2024-02-01,22:15:39,Cliente 370,+523375629339,Premium,Anual,7,No,6,Sunday,2023-11-22,18:22:17,Sunday,2024-09-04,20:16:14,Cancelado,,$135.37,Transferencia bancaria,Tienda física,,Amigo
Monday,2020-07-13,05:51:07,Cliente 413,+521088211285,Básica,Anual,30,Sí,10,Wednesday,2021-01-29,20:12:46,Sunday,2022-02-22,20:44:54,Activo,Cliente 71,$135.42,Tarjeta de crédito,Online,Recomendación,Facebook
Wednesday,2024-04-28,11:34:41,Cliente 457,+524446183881,Básica,Anual,30,No,0,Saturday,2023-10-21,20:15:42,Friday,2022-02-27,21:41:58,Activo,Cliente 95,$373.26,Tarjeta de crédito,Online,,Amigo
Sunday,2020-01-09,14:34:48,Cliente 209,+526354502590,VIP,Anual,30,No,3,Saturday,2021-04-02,05:18:27,Wednesday,2021-06-30,04:10:26,Inactivo,Cliente 441,$905.36,Tarjeta de crédito,Tienda física,,Google Ads
Thursday,2020-03-15,08:38:03,Cliente 186,+521444268584,Básica,Semanal,14,Sí,10,Monday,2022-05-26,14:22:06,Thursday,2023-06-30,19:22:42,Activo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,
Saturday,2024-04-15,23:56:04,Cliente 177,+521906169537,Premium,Semanal,30,No,5,Wednesday,2023-07-11,14:56:28,Saturday,2021-01-23,20:48:31,Inactivo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Google Ads
Thursday,2022-11-05,15:31:16,Cliente 177,+524560621818,Básica,Mensual,7,No,4,Thursday,2021-12-11,04:19:22,Saturday,2022-06-05,17:43:01,Inactivo,,$278.03,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Sunday,2023-08-07,10:17:55,Cliente 22,+526504259933,VIP,Semanal,14,Sí,2,Sunday,2024-12-05,00:24:39,Wednesday,2020-03-15,10:23:19,Cancelado,Cliente 42,,PayPal,Online,,Google Ads
Sunday,2023-10-16,15:03:33,Cliente 131,+524001943272,Premium,Semanal,7,No,2,Sunday,2023-12-03,23:43:58,Monday,2022-12-19,04:24:38,Activo,,,PayPal,Tienda física,,
Wednesday,2020-09-04,03:14:19,Cliente 221,+527087378957,Premium,Semanal,30,No,1,Friday,2023-01-08,05:48:28,Sunday,2020-03-16,19:16:07,Cancelado,,,PayPal,Tienda física,Campaña publicitaria,Amigo
Wednesday,2021-08-29,19:23:05,Cliente 401,+527886411627,Básica,Semanal,30,Sí,3,Tuesday,2021-04-01,16:34:51,Saturday,2022-07-24,09:28:55,Cancelado,,$874.15,PayPal,Online,Recomendación,Facebook
Wednesday,2021-09-30,15:31:35,Cliente 68,+528061890176,VIP,Semanal,30,No,6,Friday,2023-07-20,18:24:35,Tuesday,2024-05-30,07:21:44,Activo,,$399.48,Tarjeta de crédito,Online,,Amigo
Monday,2023-03-20,14:28:33,Cliente 474,+526923618034,VIP,Semanal,14,Sí,8,Wednesday,2023-04-05,08:47:57,Wednesday,2022-11-26,02:44:32,Activo,,$160.94,Transferencia bancaria,Tienda física,Campaña publicitaria,
Tuesday,2022-11-27,08:17:49,Cliente 13,+526214408060,Premium,Mensual,30,Sí,8,Sunday,2024-03-02,16:09:29,Wednesday,2023-04-10,18:36:54,Cancelado,Cliente 264,$893.60,PayPal,Tienda física,Recomendación,
Saturday,2022-03-17,10:42:52,Cliente 446,+524178632407,Básica,Semanal,7,No,1,Saturday,2021-03-28,21:59:49,Friday,2023-11-20,02:01:37,Inactivo,Cliente 76,$242.40,PayPal,Online,Recomendación,Amigo
Wednesday,2024-08-01,16:44:24,Cliente 274,+526425213331,VIP,Semanal,14,No,10,Saturday,2020-01-20,12:39:33,Thursday,2021-02-11,14:20:02,Activo,Cliente 14,$530.69,Transferencia bancaria,Online,,
Friday,2024-04-26,07:11:15,Cliente 451,+521705494621,VIP,Anual,30,No,5,Monday,2021-04-25,02:55:42,Wednesday,2024-02-05,02:41:32,Cancelado,Cliente 190,$546.07,Tarjeta de crédito,Tienda física,Recomendación,Amigo
Monday,2020-04-09,03:30:15,Cliente 423,+527073288315,Básica,Anual,14,Sí,2,Thursday,2024-10-14,10:07:13,Friday,2022-04-26,12:09:16,Inactivo,,$372.18,Transferencia bancaria,Online,,Amigo
Wednesday,2022-01-09,16:34:09,Cliente 11,+527709222978,Premium,Mensual,14,Sí,0,Tuesday,2023-05-30,04:59:22,Sunday,2023-05-31,08:16:21,Cancelado,Cliente 193,$744.05,Tarjeta de crédito,Online,,
Thursday,2020-02-15,04:22:13,Cliente 154,+527432028627,Premium,Mensual,14,Sí,8,Wednesday,2020-10-19,20:00:07,Wednesday,2024-09-22,03:58:34,Inactivo,,,PayPal,Tienda física,,
Tuesday,2020-05-01,18:52:26,Cliente 289,+526261506503,VIP,Anual,30,No,0,Monday,2020-10-02,21:38:02,Friday,2022-08-06,10:55:51,Activo,Cliente 109,,Tarjeta de crédito,Online,Recomendación,Facebook
Saturday,2024-08-31,00:22:48,Cliente 475,+522204648166,Básica,Anual,14,Sí,10,Friday,2021-08-17,07:59:59,Saturday,2020-08-11,16:37:22,Inactivo,,$554.41,PayPal,Online,Recomendación,
Saturday,2023-11-22,00:25:54,Cliente 272,+523015033292,VIP,Semanal,14,Sí,6,Sunday,2020-12-06,08:40:52,Sunday,2024-12-13,09:29:54,Inactivo,Cliente 430,$195.41,PayPal,Tienda física,Campaña publicitaria,Google Ads
Wednesday,2021-01-02,12:36:20,Cliente 439,+522240724219,Premium,Semanal,7,Sí,10,Thursday,2024-09-07,20:26:29,Saturday,2024-01-22,18:34:18,Cancelado,Cliente 192,$760.15,PayPal,Online,,
Wednesday,2024-06-12,09:35:53,Cliente 371,+521944324934,Básica,Semanal,7,Sí,6,Thursday,2022-11-28,20:42:10,Saturday,2020-02-08,10:37:36,Cancelado,,,PayPal,Online,Campaña publicitaria,Google Ads
Saturday,2023-11-02,05:05:48,Cliente 32,+524144619195,Básica,Mensual,7,No,7,Sunday,2022-11-04,20:40:35,Monday,2024-04-14,22:45:59,Activo,,$644.86,Transferencia bancaria,Online,Recomendación,Facebook
Saturday,2020-02-03,03:58:03,Cliente 141,+522162034423,VIP,Semanal,30,Sí,10,Wednesday,2022-06-17,06:12:42,Wednesday,2022-03-17,07:02:18,Activo,,$964.09,Transferencia bancaria,Online,Recomendación,Amigo
Friday,2023-10-09,17:42:06,Cliente 359,+523541812511,Básica,Mensual,30,No,10,Monday,2024-09-21,02:14:22,Sunday,2023-03-26,22:36:42,Cancelado,Cliente 480,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Amigo
Sunday,2022-09-18,20:06:24,Cliente 357,+526106779088,VIP,Semanal,7,No,3,Sunday,2022-10-11,23:55:21,Sunday,2024-05-05,07:32:52,Cancelado,Cliente 498,,Transferencia bancaria,Online,,Amigo
Wednesday,2021-07-26,18:11:12,Cliente 263,+522875511292,Premium,Anual,30,Sí,8,Thursday,2022-07-20,16:16:00,Monday,2022-11-16,00:12:22,Inactivo,Cliente 24,,Transferencia bancaria,Tienda física,Recomendación,Facebook
Wednesday,2024-04-29,15:03:13,Cliente 299,+528794706342,Premium,Mensual,14,No,3,Thursday,2023-04-16,09:49:06,Thursday,2023-09-01,19:51:23,Cancelado,,,Tarjeta de crédito,Tienda física,,Amigo
Tuesday,2024-05-11,21:39:48,Cliente 95,+526108403107,VIP,Anual,7,No,3,Sunday,2024-06-28,21:10:02,Saturday,2020-07-27,08:12:45,Activo,Cliente 403,$937.47,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Monday,2022-06-26,13:52:05,Cliente 238,+524706094678,Básica,Mensual,7,Sí,8,Saturday,2021-04-21,15:32:26,Thursday,2024-03-28,09:22:12,Cancelado,,$599.32,PayPal,Tienda física,Recomendación,
Monday,2020-09-26,17:41:58,Cliente 64,+523863607794,VIP,Semanal,7,No,7,Wednesday,2022-10-07,01:08:48,Friday,2023-08-13,09:16:27,Cancelado,,,Tarjeta de crédito,Tienda física,Recomendación,
Monday,2024-07-05,04:59:35,Cliente 82,+529994635752,Básica,Anual,14,No,4,Thursday,2023-08-03,18:40:29,Monday,2023-11-23,19:30:09,Cancelado,,$804.74,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Thursday,2024-03-15,00:10:14,Cliente 464,+524560585145,VIP,Anual,7,No,7,Thursday,2021-06-26,07:04:15,Wednesday,2023-09-18,02:35:16,Cancelado,,,PayPal,Tienda física,Campaña publicitaria,Facebook
Saturday,2021-01-08,00:27:10,Cliente 85,+521969209061,Básica,Anual,30,No,8,Friday,2020-07-03,07:47:04,Friday,2020-01-17,09:32:12,Inactivo,Cliente 315,$182.36,Transferencia bancaria,Online,Recomendación,Amigo
Monday,2022-08-02,12:35:15,Cliente 240,+526928744727,Premium,Mensual,7,No,1,Wednesday,2020-12-14,05:45:32,Wednesday,2020-04-01,13:05:22,Cancelado,Cliente 273,,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Monday,2022-07-03,10:47:00,Cliente 334,+521422125316,Premium,Semanal,7,Sí,5,Friday,2021-03-27,13:47:06,Tuesday,2022-05-13,01:56:28,Inactivo,,,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Thursday,2021-09-29,17:37:59,Cliente 408,+522019961234,Premium,Mensual,30,No,9,Wednesday,2022-10-05,23:50:28,Wednesday,2021-01-17,15:54:30,Cancelado,Cliente 314,,Tarjeta de crédito,Online,,Amigo
Wednesday,2024-03-03,16:13:14,Cliente 249,+525823108639,Básica,Mensual,7,No,5,Thursday,2023-01-11,07:18:10,Wednesday,2021-12-03,10:37:47,Cancelado,,$139.96,Tarjeta de crédito,Online,Recomendación,Amigo
Friday,2022-10-31,08:55:09,Cliente 337,+523060450877,Básica,Mensual,14,No,4,Thursday,2022-06-22,12:15:26,Wednesday,2023-07-10,22:43:09,Cancelado,Cliente 345,$226.82,Tarjeta de crédito,Tienda física,Campaña publicitaria,
Tuesday,2021-02-10,13:59:45,Cliente 266,+525805178971,Básica,Mensual,7,No,9,Friday,2023-03-31,15:30:20,Wednesday,2022-03-11,18:40:45,Activo,Cliente 185,$950.46,Transferencia bancaria,Tienda física,,
Monday,2022-01-22,23:29:54,Cliente 28,+524884103125,Premium,Semanal,14,Sí,0,Saturday,2020-07-23,21:50:06,Wednesday,2024-08-31,08:17:42,Activo,,,PayPal,Tienda física,,Google Ads
Thursday,2024-06-27,01:15:33,Cliente 77,+523855231018,Básica,Semanal,14,Sí,10,Sunday,2023-09-17,13:32:01,Monday,2022-12-03,08:18:23,Inactivo,,$147.32,Tarjeta de crédito,Online,Recomendación,Google Ads
Saturday,2020-11-23,09:50:26,Cliente 90,+527650872403,VIP,Anual,30,No,6,Sunday,2022-09-27,10:59:27,Tuesday,2022-09-22,02:42:31,Cancelado,Cliente 290,,PayPal,Tienda física,,Google Ads
Sunday,2024-06-02,12:22:53,Cliente 33,+523851953111,Premium,Anual,30,No,1,Wednesday,2020-12-15,00:55:37,Sunday,2023-12-06,11:03:29,Activo,,$499.81,Tarjeta de crédito,Online,Recomendación,Facebook
Thursday,2021-07-03,23:29:52,Cliente 236,+529568019263,Básica,Anual,14,No,3,Sunday,2020-01-02,15:06:03,Friday,2020-07-13,17:05:36,Inactivo,,,PayPal,Online,Recomendación,Facebook
